G.Id,Grievance Description,Department,Line Department,Service Name,Grievance Name,Grievance SubCategory1,Grievance SubCategory2,Service Type,District,Taluk,GP/Village/Hobli,Created Date,Status,Days Left Before Escalation,Days Pending Beyond Deadline,Officer Role,Pending with / Closed By,Grievance Source,call recording link ,Unnamed: 20
235723,CITIZEN SAYS THAT SINCE 5 YEARS HIS MOTHER IS FACING JOB CARD ISSUE AS HER OLD JOB CARD NUMBER IS KN01004009002/529 ADDED IN SOME OTHER FAMILY THAT ANY WAY SHE IS NOT RELATIVE TO THAT FAMILY HENCE SHE REQUEST SO MANY TIME TO DELETE HER NAME IN OLD JOB CARD NUMBER AND PLEASE PROVIDE NEW JOB CARD NUMBER BUT ANY WAY THEY CREATED NEW JOB NUMBER IS KN01004009002/172055 BUT OFFICER INSTEAD OF DELETING OLD JOB CARD THEY HAVE DELETED NEW JOB CARD NUMBER AND NOW THEY ARE REPLYING THAT NOTHING CAN BE DONE ABOUT THIS ISSUE HENCE SHE KINDLY REQUEST TO PROVIDE NEW JOB CARD BY DELETING HER NAME IN OLD JOB CARD . PLEASE KINDLY TAKE ACTION.,Rural Development and Panchayath Raj Department,Rural Development Commissionerate,MGNREGS,Community asset not included in action plan,,,Non Sakala,BAGALKOTE,ILKAL,HIRE-SHINGANGUTTI / Hiresinganagutti,17/04/2025 01:45 PM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - ILKAL - HIRESINGANAGUTTI,iPGRS-Call Center ,https://drive.google.com/file/d/1Nfw19dzMDA6XcQFt47WvcDJPkBLchaSH/view?usp=sharing,
235664,"CITIZEN SAYS THAT IN HIS LOCALITY(MUTHASANDRA MAIN ROAD), THERE IS NO PROPER ROAD MAINTENANCE FORM PAST 4 MONTHS AND ALSO CITIZENS ARE FACING SOME ISSUES ON THE TRAVELLING TIME, REGARDING THIS ISSUE SHE VISITED THE CONCERN DEPARTMENT BUT THERE IS NO PROPER RESPONSE FROM THEM, AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL.
Grievance Location",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Slow progress of road work,,Non Sakala,BENGALURU RURAL,Hosakote,MUTHSANDRA / Muthasandra,17/04/2025 09:36 AM,Resolved (Feedback Taken),,,LMF,Assitance Executive Engineer-PRED-HOSKOTE,iPGRS-Call Center ,https://drive.google.com/file/d/13uC6avA8fYeS8oB5CRHdbK73_P8TAHHi/view?usp=sharing,
235507,"THE CITIZEN SAYS THAT THERE IS NO PROPER ROAD FACILITY FOR THEIR VILLAGE FROM 10 YEARS, ONLY HALF OF THE ROAD HAS BEEN CONSTRUCTED FROM THE DEPARTMENT REMAINING HALF HAS NOT BEEN CONSTRUCTED REGARDING THIS ISSUE HE VISITED GRAMA PANCHAYAT BUT DID NOT GET PROPER RESPONSE, KINDLY DO THE NEEDFUL.",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road not maintained properly,,Non Sakala,CHIKKABALLAPURA,Gauribidanur,,16/04/2025 12:25 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CHIKKABALLAPURA,iPGRS-Call Center ,https://drive.google.com/file/d/1WhgMmH_P0oWxtGoTXhY7eXnFJaXXPbY0/view?usp=sharing,
235489,CITIZEN SAYS THAT IN THEIR VILLAGE THEY DO NOT HAVE DRINKING WATER SUPPLY SINCE 3 MONTHS AND ALL THE CITIZENS OF VILLAGE HAS INFORMED TO PDO OFFICER AND SECRETARY BUT TILL NOW NO ACTION HAS BEEN TAKEN AND HE REQUEST TO TAKE IMMEDIATE ACTION . PLEASE KINDLY TAKE ACTION.,Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Disconnection of Water Supply ,Issues in Disconnection of Water Supply,Delay in Service Delivery,,Non Sakala,MYSURU,Tirumakudal - Narsipur,KALIYURU / Kaliyuru,16/04/2025 12:04 PM,Resolved (Feedback Taken),,,L2,Executive Officer -2-TIRUMAKUDALA-NARSIPUR,iPGRS-Call Center ,https://drive.google.com/file/d/1njqp9IAQy-vl-luj9Sm-Wc17t9nnYSOW/view?usp=sharing,
235468,"Citizen says that In his locality, ""near NAGANJANEYA TEMPLE, HARINAPUR, the citizen claims. The drain has been completely blocked for the past two years, and the citizen has raised a complaint at Janaspandana on several occasions without receiving a resolution. He has also visited the concerned department on this matter without receiving a resolution. Please take the necessary action.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage line blocked,Non Sakala,BAGALKOTE,ILKAL,NANDWADGI / Nandavadgi,16/04/2025 11:07 AM,Resolved (Feedback Taken),,,L2,Executive Officer-ZP -EO-ILKAL,iPGRS-Call Center ,https://drive.google.com/file/d/1VP-t8THbKuKjxdjS_FM7pgpoaCnqG2mI/view?usp=sharing,
235278,"CITIZEN SAYS HE HAS BEEN HAVING ROAD ISSUES FOR THE LAST MONTH AND HAS VISITED THE CONSIDERED DEPARTMENT BUT HAS NOT RECEIVED A PROPER RESPONSE, SO PLEASE TAKE THE NECESSARY ACTION ",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Quality of work is not satisfactory,,Non Sakala,RAICHUR,Sindhnur,CHENNALLI / Channahalli,15/04/2025 09:26 AM,Resolved (Feedback Taken),,,LMF,Assitance Executive Engineer-PRED-SINDHANUR,iPGRS-Call Center ,https://drive.google.com/file/d/1TuGK-PzZsLT4xeMWuRm79-CuxDHwGq6W/view?usp=sharing,
235194,CITIZEN SAYS THAT IN THEIR VILLAGE THEY DO NOT HAVE PROPER DRINKING WATER SUPPLY SINCE 2 YEARS THE DEPARTMENT HAS DIG THE ROAD FOR NEW PIPE LINE CONNECTION UNDER JAL JEEVAN MISSION AND THEY DID NOT PROVIDE THE WATER SUPPLY IN THE OLD PIPE LINE AS WELL AS NEW PIPE LINE AND THEY REQUEST TO PROVIDE THE WATER SUPPLY . PLEASE KINDLY TAKE ACTION. ,Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Disconnection of Water Supply ,Issues in Disconnection of Water Supply,Delay in Service Delivery,,Non Sakala,DAVANGERE,Jagalur,DIDDIGE / Huchangipura,14/04/2025 12:37 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-2-DAVANGERE,iPGRS-Call Center ,https://drive.google.com/file/d/1TuGK-PzZsLT4xeMWuRm79-CuxDHwGq6W/view?usp=sharing,
235184,CITIZEN SAYS THAT AROUND 500 MEMBERS DID NOT RECEIVE MGNREGS WAGE PAYMENT AMOUNT WORKED FOR 2 MONTHS AS KERE HOOLETHUVUDU AND  370 PER DAY AND HIS JOB CARD NUMBER IS 6034 AND HE ENQUIRED IN PANCHAYATH OFFICE AND THEY REPLIED AS AMOUNT IS NOT SANCTIONED BY THE DEPARTMENT . PLEASE KINDLY TAKE ACTION.,Rural Development and Panchayath Raj Department,Rural Development Commissionerate,MGNREGS,Delay in wage payment,,,Non Sakala,DAVANGERE,Jagalur,THORANAGATTE / Thoranagatte,14/04/2025 09:22 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-ZP-DAVANGERE,iPGRS-Call Center ,https://drive.google.com/file/d/1hJV6xH9oB73cGMid5sXQ4SCKX9Mymu8E/view?usp=sharing,
235095,"The resident claims that overflow and drainage blockage have been present in his village for the past two months, causing mosquitoes to multiply daily and health problems for the residents. The resident has visited the appropriate department, but they have not responded appropriately, so please take the necessary action.",Rural Development and Panchayath Raj Department,"Director, Rural Development","Cross drainage,  Drainages  and Culverts",Issue pertaining to drianges,Quality of work is not satisfactory,,Non Sakala,VIJAYANAGAR,Hadagalli,DEVAGONDANAHALLI / Shivalinganahalli,13/04/2025 09:34 AM,Resolved (Feedback Taken),,,L2,Executive Engineer-PRED-Vijayanagar,iPGRS-Call Center ,https://drive.google.com/file/d/1nNUHYXFeSYenxbDwqOS78dUoi6bWxy6t/view?usp=sharing,
235031,"The citizen claims that for the past fifteen days, there has been a drinking water provision issue in his village. The citizen visited the concerned department regarding this matter as well, but no appropriate resolution was found. Therefore, kindly resolve this issue as requested by the citizens.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,UTTARA KANNADA,Yellapur,KAMPLI / Kerehosalli,12/04/2025 01:05 PM,Resolved (Feedback Taken),,,LMF,Assistance  Engineer/Junior Engineer-RDWS-YELLAPUR,iPGRS-Call Center ,,
235022,CITIZEN SAYS THAT HE SAYS IN HIS LOCALITY RO PLANT MAINTENANCE IS NOT FUNCTIONING FROM PAST 3 YEARS . DUE TO THIS CITIZENS ARE FACING PROBLEM .AS PER CITIZENS REQUEST KINDLY RESOLVE THIS ISSUE.,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,RO Plant Maintenance Problem,Operation & Maintenance,Water Purification Plant  non functional,Non Sakala,CHITRADURGA,Challakere,TALAKU / Thalaku,12/04/2025 12:17 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-CHITRADURGA,iPGRS-Call Center ,https://drive.google.com/file/d/1J4YaT6rrtnXjua813YBIQt7vUN5-XdQg/view?usp=sharing,
234913,"
CITIZEN CALLED TO COMPLAIN ABOUT , NO PIPELINE CONNECTION AND TAP CONNECTION IN JJM SCHEME ONLY FOR THEIR HOUSE SINCE THE WATER IS SUPPLIED TO ALL HOMES EXCEPT THEM IN THE VILLAGE AND FACING THIS PROBLEM FROM PAST 7-8 MONTHS, SO BASED ON CITIZEN REQUEST PLEASE TAKE THE ACTION AND PROVIDE THE SOLUTION",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Operation & Maintenance,Pipeline layed but no household tap provided,Non Sakala,TUMAKURU,Chiknayakanhalli,KUPPUR / Manchasandra,11/04/2025 02:42 PM,Resolved (Feedback Taken),,,L2,Executive Engineer-RDWS-TUMKUR,iPGRS-Call Center ,https://drive.google.com/file/d/1UJUSE14s2PoUnSbDpRyAPAdFgb6rqri9/view?usp=sharing,
234853,CITIZEN SAYS THAT IN THERE LOCALITY ROAD IS NOT MINTED PROPERLY FROM PAST ONE WEEK REGARDING THIS ISSUES CITIZEN ALSO VISITED THE CONSED DEPARTMENT BUT THERE IS NO PROPER RESPONSE SO HAS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL,Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road not maintained properly,,Non Sakala,KODAGU,Madikeri,BETTAGERI / Bettageri,11/04/2025 10:03 AM,Resolved (Feedback Taken),,,LMF,Assitance Executive Engineer-PRED-MADIKERI,iPGRS-Call Center ,https://drive.google.com/file/d/13KvKct7QiROsywKkkJAdh1PIq0vspeQf/view?usp=sharing,
234602,CITIZEN SAYS THAT  HE IS FACING DRINKING WATER ISSUES FROM PAST 1 WEEK REGARDING THIS ISSUES CITIZEN ALSO VISITED THE CONSIDER DEPARTMENT BUT THERE IS NO PROPER RESPONSE SO HAS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL.,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,KOPPAL,Kushtagi,MALAGITTI / Pattalchinti,09/04/2025 09:42 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-KOPPAL,iPGRS-Call Center ,https://drive.google.com/file/d/1W5t_At6ACSsNJQGQh20fr6-fhUto2PpL/view?usp=sharing,
234385,"CITIZEN SAYS THAT DRAINAGE BLOCKAGE ISSUE IN HIS LOCALITY FROM 10 DAYS , BECAUSE OF OVER FLOW CITIZENS ARE UNABLE TO WALK ON ROAD AND FACING MANY HEALTH ISSUE AND REQUESTING FOR DRAINAGE LID .REGARDING THIS HE HAD VISITED TO CONCERNED DEPARTMENT BUT NO PROPER RESPONSE FROM THEM AS PER CITIZEN REQUEST KINDLY DO NEEDFUL.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,No proper Drainage system,Non Sakala,BAGALKOTE,Bilgi,GALGALLI / Galagali,08/04/2025 09:54 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-BAGALKOTE,iPGRS-Call Center ,,
234322,"CITIZEN SAYS THAT IN ABOVE MENTIONED ADDRESS DRAINAGE IS NOT CLEANED REGULARLY. THEY COMPLAINED TO CONCERNED DEPARTMENT, BUT THERE WAS NO RESPONSE. PLEASE DO THE NEEDFUL ",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage Cleaning is not happening regularly,Non Sakala,TUMAKURU,Sira,NADUR / Nadur,07/04/2025 03:22 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-TUMAKURU,iPGRS-Call Center ,https://drive.google.com/file/d/1KS87hG9otlu6Su30OEgnUcHwUnlfckuy/view?usp=sharing,
234313,"CITIZEN SAYS THAT DRINKING WATER HAS NOT BEEN COMING FOR THE PAST 6 MONTHS. THEY COMPLAINED TO THE CONCERNED DEPARTMENT, BUT NO RESPONSE. PLEASE DO THE NEEDFUL ",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Operation & Maintenance,Pipeline layed but no household tap provided,Non Sakala,CHITRADURGA,Hosdurga,HEBBALLI / Hebballi,07/04/2025 01:49 PM,Resolved (Feedback Taken),,,L2,Executive Engineer-RDWS-Chitradurga,iPGRS-Call Center ,https://drive.google.com/file/d/1OVfYkDXbIxj1YCO8BYKfQjnUvO4JNs6s/view?usp=sharing,
234193,"The citizen claims that his village has not had proper road maintenance for the past nine years (since 2017). As a result, he is unable to travel from one location to another and has filed a grievance last time with ID 204061. The citizen visited the relevant department, but they did not respond appropriately, so he asked that they please take the necessary action.",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road not maintained properly,,Non Sakala,MYSURU,Tirumakudal - Narsipur,UKKALAGERE / Ukkalagere,06/04/2025 01:50 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-MYSURU,iPGRS-Call Center ,https://drive.google.com/file/d/15qQGlincHDMSocbAFL4jrcFD26mQUvm0/view?usp=sharing,
234132,"CITIZEN SAYS THAT THE ROAD IS NOT MAINTAINED PROPERLY IN THEIR VILLAGE THEY HAVE PUT THE CONCRETE FOR OTHER ROADS BUT NOT DONE THE PROPER WORK FOR THEIR ROAD AND THEY ARE FACING THESE ISSUE FROM 3 MONTHS, BECAUSE OF THESE OLD PEOPLE ARE NOT ABLE TO WALK PROPERLY VEHICLES ARE NOT ABLE TO RUN, CITIZENS ALSO VISITED THE DEPARTMENT BUT DIDN'T GET THE PROPER RESPONSE, SO BASED ON CITIZEN REQUEST KINDLY TAKE THE ACTION AND PROVIDE THE SOLUTION",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road not maintained properly,,Non Sakala,KOLAR,Kolar,SHAPUR / Abbani,05/04/2025 05:42 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-KOLAR,iPGRS-Call Center ,https://drive.google.com/file/d/1eJr-7hXh5BZdYCogVqqdRBBjgy-6LiUx/view?usp=sharing,
234109,"citizen says that the past one month, the public library is  does not open on time. They used to arrive very late and open the library only when required like delay. He had complained to the concern department but no response. Please do the needful.",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Quality of work is not satisfactory,,Non Sakala,RAICHUR,SIRWAR,,05/04/2025 02:53 PM,Resolved (Feedback Taken),,,LMF,Assistant Executive Engineer-PRED-Sirwar,iPGRS-Call Center ,https://drive.google.com/file/d/1KNIOl5RRD6PR6vu6VCCz0atrCU69QXzL/view?usp=sharing,
234068,CITIZEN SAYS THAT IN HE IS FACING DRINKING WATER ISSUES FROM  PAST 1YEAR  REGARDING THIS ISSUES CITIZEN ALSO VISITED THE CONSIDER DEPARTMENT BUT THERE IS NO PROPER RESPONSE SO HAS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Water Quality problems,Contamination of Water seen,Non Sakala,BIDAR,Homnabad,KANKATTA / Kankatta,05/04/2025 12:33 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-BIDAR,iPGRS-Call Center ,https://drive.google.com/file/d/1LZunQ1sEEws6XkkX4B6prWKitraWlo83/view?usp=sharing,
234058,"A CITIZEN SAYS THAT THE LIGHT IN THE LOCALITY STREET IS NOT WORKING FROM PAST 3 YEARS AND ALSO FOR SOME THEY HAVE NOT ADDED THE STREET LIGHTS AND LEFT LIKE THAT ITSELF DUE TO THIS PROBLEM, AND AS A RESULT, THEY ARE HAVING A HARD TIME WALKING ALONG THE ROAD. THEY HAVE ALSO VISITED THE CONSIDERED DEPARTMENT, BUT THERE HAS BEEN NO PROPER RESPONSE, SO PLEASE TAKE THE NECESSARY ACTION AS THEY REQUEST.",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Maintenance of Street Light,Issues in Maintenance of Street Light,New Street Light Required,,Non Sakala,DAVANGERE,Channagiri,MARAVANJI / Halakanhalu,05/04/2025 11:04 AM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - CHANNAGIRI - MARAVANJI,iPGRS-Call Center ,https://drive.google.com/file/d/1XKe-4iUxTSVvIsB_YeCzLQi8QQtJOtg5/view?usp=sharing,
233964,"CITIZEN SAYS THAT IN HIS VILLAGE THERE IS NO PROPER ROAD MAINTENANCE FROM PAST 2 YEARS, DUE TO THIS ISSUE CITIZENS ARE UNABLE TO TRAVEL ONE PLACE TO ANOTHER PLACE, DUE TO THIS ISSUE CITIZEN VISITED RESPECTIVE DEPARTMENT BUT THERE IS NO PROPER RESPONSE FROM THEM AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road not maintained properly,,Non Sakala,BELAGAVI,Raybag,PALBHAVI / Palbhavi,04/04/2025 05:45 PM,Resolved (Feedback Taken),,,LMF,Assitance Executive Engineer-PRED-RAYBAG,iPGRS-Call Center ,https://drive.google.com/file/d/1UnuSmwjJ_F1vb-3RKfISWEH2GjqFQLLh/view?usp=sharing,
233879,"CITIZEN SAYS THAT IN HIS VILLAGE JAL JEEVAN MISSION TAP CONNECTION WORK IS NOT DONE PROPERLY (DRINKING NOT AVAILABLE IN TAPS) FROM PAST 1 YEAR, DUE TO THIS ISSUE CITIZENS ARE FACING ISSUES FOR DRINKING WATER, DUE TO THIS ISSUE CITIZEN VISITED RESPECTIVE DEPARTMENT BUT THERE IN NO PROPER RESPONSE FROM THEM AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,JJM Work not done Properly,Non Sakala,KALABURAGI,Kalaburagi,TAJ SULTANPUR / Taj Sultanpur,04/04/2025 12:38 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-KALABURAGI,iPGRS-Call Center ,https://drive.google.com/file/d/1y8xNMl0c8_vwmuAIV0stgYI5yEjfO7yw/view?usp=sharing,
233837,"The citizen claims that he has been dealing with noise pollution from the treading company equipment shop for six months. As a result, the citizen is unable to sleep at home. The citizen has visited the relevant department, but they have not responded appropriately. As per the citizen's request, kindly take the necessary action. ",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Building Construction License,Issues in Building Construction License,Delay in Service Delivery,,Non Sakala,KOPPAL,Kushtagi,HANUMANAL / Hanmanhal,04/04/2025 11:10 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-2-KOPPAL,iPGRS-Call Center ,https://drive.google.com/file/d/1zUmtM-rjdklM3cVkVL6mEyjISZUl303F/view?usp=sharing,
233817,"CITIZEN SAYS THAT THEY ARE FACING DRAINAGE ISSUE FROM PAST 1 YEAR, THAT THE DRAINAGE SYSTEM IS NOT MAINTAINED PROPERLY AND THERE IS NO DRAINAGE FACILITY .THEY WANT A NEW DRAINAGE FACILITY IN THEIR LOCALITY .CITIZEN ALSO VISITED THE DEPARTMENT BUT DIDN'T GET ANY PROPER RESPONSE. SO BASED ON CITIZEN REQUEST KINDLY TAKE THE PROPER ACTION AND PROVIDE THE SOLUTION.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,No proper Drainage system,Non Sakala,YADGIR,WADAGERA,NAIKAL / Naikal,04/04/2025 09:15 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-YADGIR,iPGRS-Call Center ,https://drive.google.com/file/d/1XZqu6dZnktTCyXkyuE48KiW39-WUaq4x/view?usp=sharing,
233732,"CITIZEN SAYS THAT THEY ARE FACING DRAINAGE ISSUE FROM PAST 1 YEAR, THAT THE DRAINAGE SYSTEM IS NOT MAINTENANCE PROPERLY AND NOT CLEANED REGULARLY BECAUSE OF THIS CITIZENS ARE FACING MANY HEALTH ISSUES BY MOSQUITO BITES AND OTHER ISSUES. CITIZEN ALSO VISITED THE DEPARTMENT BUT DIDN'T GET ANY PROPER RESPONSE. SO BASED ON CITIZEN REQUEST KINDLY TAKE THE PROPER ACTION AND PROVIDE THE SOLUTION",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage Cleaning is not happening regularly,Non Sakala,DAVANGERE,Honnali,RAMPUR / Rampura,03/04/2025 04:07 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-DAVANGERE,iPGRS-Call Center ,https://drive.google.com/file/d/1DabchLEBhWpPcSuoAGoT3EMNoDZ2bn_E/view?usp=sharing,
233692,CITIZEN SAYS THAT SINCE 4 YEAR GARBAGE VEHICLE IS NOT ARRIVING IN THEIR VILLAGE TO COLLECT GARBAGE AND THE GRIEVANCE HAS BEEN PREVIOUSLY REGISTERED IN IPGRS PORTAL AND CEO OFFICER HAS REPLYIED THAT THE PANCHAYATH OFFICER HAS SAID THAT THERE IS A BATTERY PROBLEM IN VEHICLE SINCE 15 DAYS AND THE VEHICLE WILL BE ARRIVING SOON BUT HE SAYS THAT THE VEHICLE IS NOT ARIVING SINCE 4 YEARS EVEN THOUGH TODAY SAME PROBLEM NOT SOLVED . PLEASE KINDLY TAKE ACTION.,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Solid Waste,Garbage collection Vehicle is not coming Regularly in Ward/Village,Non Sakala,CHAMARAJANAGARA,Yelandur,AGARA / Agara,03/04/2025 02:51 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-CHAMARAJANAGARA,iPGRS-Call Center ,https://drive.google.com/file/d/15n0O0RmLF0Duusd1AUewkZwW38Th-SK6/view?usp=sharing,
233465,CITIZEN SYS THAT IN IS LOCALITY JJM WORK NOT DONE PROPERLY DUE TO THIS ISSUES CITIZEN ARE FACING PROBLEMS SO HAS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,JJM Work not done Properly,Non Sakala,CHITRADURGA,Molakalmuru,KONDLAHALLI / Kondlahalli,02/04/2025 12:52 PM,Resolved (Feedback Taken),,,LMF,Assistance  Engineer/Junior Engineer-RDWS-MOLAKALMURU,iPGRS-Call Center ,https://drive.google.com/file/d/1_61PdQurt7jth7BG3XgHsaXNo9SWODnb/view?usp=sharing,
233336,"The citizen claims that the pipe line connection provided under the Jal Jeevaan mission has not had water supply for eight to nine months. As a result, they are experiencing issues with drinking water, and he requests that the officer take appropriate action. Kindly take some action.",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Disconnection of Water Supply ,Issues in Disconnection of Water Supply,Delay in Service Delivery,,Non Sakala,BAGALKOTE,Badami,KAKNUR / Kakanur,01/04/2025 12:05 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-2-BAGALKOTE,iPGRS-Call Center ,https://drive.google.com/file/d/1wui7I-4-9OV9qY8Tai-5yd5cRpWfklkV/view?usp=sharing,
233296,"The resident claims that his village tap connection has been finished for the last 2 years and there is no drinking water facility in his village , which is causing problems for the residents. The citizen visited the concerned department, but they did not provide a suitable response.Please take the necessary action .",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,HASSAN,Belur,NARAYANAPURA / Narayanapur,01/04/2025 10:19 AM,Resolved (Feedback Taken),,,LMF,Assistance  Engineer/Junior Engineer-RDWS-BELUR,iPGRS-Call Center ,https://drive.google.com/file/d/1gDtjztx0VI7n1wYI1NAdaRlZoy1t2QjC/view?usp=sharing,
233184,"The citizen claims that the street light in his village has been out of commission for the past two years, making it impossible for the residents to walk at night from one location to another. The citizen has visited the relevant department, but they have not responded appropriately to his request.",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Maintenance of Street Light,Issues in Maintenance of Street Light,Street Light is Not Working,,Non Sakala,CHIKKAMAGALURU,Mudigere,IDKANI / K.Kelagur,31/03/2025 02:21 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-2-CHIKKAMAGALURU,iPGRS-Call Center ,https://drive.google.com/file/d/1N74OF22OqhspOjbUeFtESIlZBM8lDLuc/view?usp=sharing,
233173,"Citizen says that In his locality, ""near NAGANJANEYA TEMPLE, HARINAPUR, the citizen claims. The drain has been completely blocked for the past two years, and the citizen has raised a complaint at Janaspandan on several occasions without receiving a resolution. He has also visited the concerned department on this matter without receiving a resolution. Please take the necessary action.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage line blocked,Non Sakala,BAGALKOTE,ILKAL,NANDWADGI / Nandavadgi,31/03/2025 11:49 AM,Resolved (Feedback Taken),,,L2,Executive Officer-ZP -EO-ILKAL,iPGRS-Call Center ,https://drive.google.com/file/d/1paOJAe5f3dE1K3co8MtGspzJ6nF43ZrR/view?usp=sharing,
